class,message,,,
jam,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",,,
jam,So what about you. What do you remember,,,
jam,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,,,
jam,Mm yes dear look how i am hugging you both. :-P,,,
jam,I like dis sweater fr mango but no more my size already so irritating.,,,
jam,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,,,
jam,Anytime lor...,,,
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,,,
jam,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
spam,"Ur balance is now �600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",,,
jam,Me fine..absolutly fine,,,
jam,K and you're sure I don't have to have consent forms to do it :V,,,
spam,Ur TONEXS subscription has been renewed and you have been charged �4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,,,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",,,
jam,How much is torch in 9ja.,,,
jam,"Doing nothing, then u not having dinner w us?",,,
jam,How are you. Just checking up on you,,,
jam,Done it but internet connection v slow and can���t send it. Will try again later or first thing tomo.,,,
jam,Mathews or tait or edwards or anderson,,,
jam,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,,,
jam,No need lar i go engin? Cos my sis at arts today...,,,
jam,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,,,
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,,,
jam,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",,,
jam,S.i'm watching it in live..,,,
jam,"see you then, we're all christmassy here!",,,
jam,"K I'm ready,  &lt;#&gt; ?",,,
jam,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",,,
jam,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,,,
jam,what are your new years plans?,,,
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,,,
jam,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,,,
jam,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",,,
jam,Dear :-/ why you mood off. I cant drive so i brother to drive,,,
jam,When did dad get back.,,,
jam,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",,,
jam,Yes just finished watching days of our lives. I love it.,,,
jam,Juz go google n search 4 qet...,,,
jam,Many times we lose our best ones bcoz we are ,,,
jam,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",,,
jam,Just getting back home,,,
jam,"Sorry, I'll call later  &lt;#&gt; mins",,,
jam,Dun need to use dial up juz open da browser n surf...,,,
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,,,
jam,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",,,
jam,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,,,
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",,,
jam,You also didnt get na hi hi hi hi hi,,,
jam,Ya but it cant display internal subs so i gotta extract them,,,
jam,If i said anything wrong sorry de:-),,,
jam,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
jam,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,,,
jam,"Yeah I should be able to, I'll text you when I'm ready to meet up",,,
jam,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,,,
jam," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",,,
jam,"When you get free, call me",,,
jam,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ��_,,,
jam,Ok i msg u b4 i leave my house.,,,
jam,Still at west coast... Haiz... ��'ll take forever to come back...,,,
jam,MMM ... Fuck .... Merry Christmas to me,,,
jam,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,,,
jam,Update your face book status frequently :),,,
jam,Just now saw your message.it k da:),,,
jam,Was it something u ate?,,,
jam,So what did the bank say about the money?,,,
jam,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,,,
jam,Hey they r not watching movie tonight so i'll prob b home early...,,,
jam,Yar lor... How u noe? U used dat route too?,,,
jam,2mro i am not coming to gym machan. Goodnight.,,,
jam,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,,,
jam,Can u look 4 me in da lib i got stuff havent finish yet.,,,
jam,Sounds great! Im going to sleep now. Have a good night!,,,
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,,,
jam,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
jam,How come u got nothing to do?,,,
jam,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,,,
jam,i want to grasp your pretty booty :),,,
jam,I've got it down to a tea. not sure which flavour,,,
jam,I'm going 2 orchard now laready me reaching soon. U reaching?,,,
jam,Dear i am not denying your words please,,,
jam,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,,,
jam,COME BACK TO TAMPA FFFFUUUUUUU,,,
jam,"2 celebrate my b��day, y else?",,,
jam,Merry christmas to u too annie!,,,
jam,Please tell me you have some of that special stock you were talking about,,,
jam,I sent them. Do you like?,,,
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",,,
jam,"Awesome, be there in a minute",,,
jam,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",,,
jam,I've told you everything will stop. Just dont let her get dehydrated.,,,
jam,Or I guess  &lt;#&gt;  min,,,
jam,I'm home. Ard wat time will u reach?,,,
jam,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
jam,"If you want to mapquest it or something look up \usf dogwood drive\"""," that's the tiny street where the parking lot is""",,
jam,Aight should I just plan to come up later tonight?,,,
jam,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,,,
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",,,
jam,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,,,
jam,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",,,
jam,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",,,
jam,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,,,
jam,Ranjith cal drpd Deeraj and deepak 5min hold,,,
jam,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",,,
jam,Hey u still at the gym?,,,
jam,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
jam,Much better now thanks lol,,,
jam,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",,,
jam,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",,,
jam,Wa... U so efficient... Gee... Thanx...,,,
spam,3. You have received your mobile content. Enjoy,,,
jam,S but not able to sleep.,,,
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,,,
jam,We will meet soon princess! Ttyl!,,,
jam,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,,,
jam,Oh :-)only 4 outside players allowed to play know,,,
jam,I anything lor.,,,
jam,Erutupalam thandiyachu,,,
jam,"Y cant u try new invention to fly..i'm not joking.,",,,
jam,No..its ful of song lyrics..,,,
jam,"What do u reckon as need 2 arrange transport if u can't do it, thanks",,,
jam,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,,,
jam,Shopping? Eh ger i toking abt syd leh...Haha,,,
jam,What not under standing.,,,
jam,have * good weekend.,,,
jam,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,,,
jam,Call me when you get the chance plz &lt;3,,,
jam,The new deus ex game comin early next yr,,,
jam,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,,,
jam,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",,,
jam,Probably a couple hours tops,,,
jam,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",,,
jam,Man this bus is so so so slow. I think you're gonna get there before me,,,
jam,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,,,
jam,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",,,
jam,Ok,,,
spam,"Latest Nokia Mobile or iPOD MP3 Player +�400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.�1,50/Mtmsgrcvd18+",,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
jam,Nvm take ur time.,,,
jam,So wat's da decision?,,,
jam,Wot is u up 2 then bitch?,,,
jam,Stupid.its not possible,,,
jam,She told to hr that he want posting in chennai:)because i'm working here:),,,
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,,,
jam,When are you guys leaving?,,,
